fund_short_name,fund_name,register_number,price_type,tag,strategy
瀛岳核心B类,瀛岳核心私募证券投资基金B类份额,TA891B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
融昊青松CTA套利一号A类,融昊青松CTA套利一号私募证券投资基金A类份额,09735A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '交易型'}}"
念空指增稳健Plus1号A类,念空指增稳健Plus1号私募证券投资基金A类份额,AWC55A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
念空指增稳健Plus1号,念空指增稳健Plus1号私募证券投资基金,SAWC55,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
国投泰康信托思勰锦鲤1号,国投泰康信托思勰锦鲤1号集合资金信托计划,ZXD35G202212010058644,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
量道多策略灵察1号B类,量道多策略灵察1号私募证券投资基金B类份额,BMM74B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
象限1号,象限1号私募投资基金,SCN223,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '大厂,时序'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '时序'}}"
峰云汇高原一号B类,峰云汇高原一号私募证券投资基金B类份额,ABH69B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
孚盈至诚1号,孚盈至诚1号私募证券投资基金,SBSY91,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
孚盈睿丰1号,孚盈睿丰1号私募证券投资基金,SBAL17,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
六妙星九紫二号,六妙星九紫二号私募证券投资基金,SBUW51,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '强势股'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
沁鸿臻选A类,沁鸿臻选私募证券投资基金A类份额,AAM49A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
广聚星合禾荃1号,广聚星合禾荃1号私募证券投资基金,SGY053,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
星汇开阳旗舰一号,星汇开阳旗舰一号私募证券投资基金,SBQW60,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
极量精选指增B类,极量精选指增私募证券投资基金B类份额,ZA160B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': '中频'}}"
远和聚配-可心定制精选8号,远和聚配-可心定制精选8号私募证券投资基金,SBBD28,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
思梵梧桐1号B类,思梵梧桐1号私募证券投资基金B类份额,BTR29B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
诚奇睿盈对冲2号,诚奇睿盈对冲2号私募证券投资基金,SQH717,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
博牛资产轮动量化1号,博牛资产轮动量化1号私募证券投资基金,SXT870,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '量化'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
星汇天权1号,星汇天权1号私募证券投资基金,SAVF65,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}}"
星汇天权旗舰一号,星汇天权旗舰一号私募证券投资基金,SBQB53,2,{'company': None},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '期权套利'}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '中性波动率交易'}}"
时间序列红利指数增强3号B类,时间序列红利指数增强3号私募证券投资基金B类份额,BGE31B,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '红利指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '红利指增', 'strategy_three': ''}}"
东证融汇宏昌科技FOF,东证融汇宏昌科技FOF单一资产管理计划,STY162,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
领容元婴2号,领容元婴2号私募证券投资基金,SZT644,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
泓赫股票精选,泓赫股票精选私募证券投资基金,SVF076,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股'}}"
大风远恒胜象,大风远恒胜象私募证券投资基金,SBVA14,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '时序'}}"
上教基金,上教基金单一资产管理计划,S01884,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
申万-科普基金,申万-科普基金单一资产管理计划,S00875,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
宁苑稳定增长七号,宁苑稳定增长七号私募证券投资基金,SBWB33,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
坤望锦鲤专享6号B类,坤望锦鲤专享6号私募证券投资基金B类份额,ASB11B,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
申万宏源建源定向资产管理计划,申万宏源建源定向资产管理计划,SU0472,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
申万宏源远盈2号FOF,申万宏源远盈2号FOF单一资产管理计划,SAJT42,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
古曲祥辰5号,古曲祥辰5号私募证券投资基金,SXN097,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '交易型'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
蝶威CTA稳健1号,蝶威CTA稳健1号私募证券投资基金,SAHA88,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}}"
铭跃量选惜亩1号,铭跃量选惜亩1号私募证券投资基金,SZK717,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '空气指增,另类因子'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
渡苇北洋1号,渡苇北洋1号私募证券投资基金,SGR203,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
渡苇北洋9号,渡苇北洋9号私募证券投资基金,SB1692,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
领容炽航泓途A类,领容炽航泓途私募证券投资基金A类份额,AXA95A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '交易型'}}"
慕途朝夕1号,慕途朝夕1号私募证券投资基金,SBTT58,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利'}}"
慕途朝夕2号,慕途朝夕2号私募证券投资基金,SBTT64,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利'}}"
念空指增稳健Plus1号B类,念空指增稳健Plus1号私募证券投资基金B类份额,AWC55B,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '中频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
香农元亨利贞一号C类,香农元亨利贞一号私募证券投资基金C类份额,ZE555C,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
凯双贡嘎17号,凯双贡嘎17号私募证券投资基金,SZM566,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '金融期权,期权多策略'}}"
中讯成长三号,中讯成长三号私募投资基金,SM5881,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
奕睿CTA一期AB类,奕睿CTA一期A私募证券投资基金B类份额,TN659B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
奕睿CTA二期DA类,奕睿CTA二期D私募证券投资基金A类份额,XU778A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
奕睿CTA一期AA类,奕睿CTA一期A私募证券投资基金A类份额,TN659A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
倍致丹桂江锦A类,倍致丹桂江锦私募证券投资基金A类份额,ALS25A,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '黑色'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '', 'strategy_three': ''}}"
远澜红枫25号,远澜红枫25号私募证券投资基金,SATQ01,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '', 'strategy_three': ''}}"
倍致天洋1号A类,倍致天洋1号私募证券投资基金A类份额,AVG98A,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '量化'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
德贝瑞稳淼九号,德贝瑞稳淼九号私募证券投资基金,SBTD53,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '', 'strategy_three': ''}}"
太衍光年北证指数增强1号,太衍光年北证指数增强1号私募证券投资基金,SBJL43,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '北证50指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '风格指增', 'strategy_three': ''}}"
太衍极光1号,太衍极光1号私募证券投资基金,SBRA09,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
